id,stop,name,audio,lat,lon,text,image,radius
11,"0","Continue walking","04.3_Walk.mp3",43.088971,-87.891848,"<p>As you see, Shorewood has been proactive in addressing its water management challenges. But why do you think these efforts are crucial for Shorewood? 
<p>Again, Shorewood is bordered by the Milwaukee River and Lake Michigan, making it a prime location for freshwater enthusiasts! But this access comes with risks, as flooding and runoff pollution often disrupt this urban community. The Village of Shorewood’s Comprehensive Facility Plan derived from the 2010 floods was just one in many conversations about Green Stormwater Infrastructure across Milwaukee County. In 2015, the Milwaukee’s Environmental Collaboration Office laid the foundation for the Green Infrastructure Plan for the entire County. Adopted in 2019 after discussions with various stakeholder groups, this plan prioritizes funding for Green Stormwater Infrastructure projects and mandates their inclusion in large developments, including those in the Village of Shorewood.
<p>Look out for traffic as you approach the stoplight at Morris Boulevard! Stop #5 is on the other side of the intersection. 
","",14
12,"5","Stop 5: Capitol Drive Stormwater Trees","05.0_StormwaterTrees.mp3",43.088972,-87.892742,"<p><br>Stop #5 of the tour are the set of trees between the sidewalk and street midway down the 1400 block of Capitol Drive. Image #1 of the Stop #5 carousel shows this group of trees to help you confirm your location. 
<p>While they might seem commonplace, these are not just any ordinary trees! They are called <b>stormwater trees</b> and have a wide canopy and deep root system to capture and store water, moderating flooding and runoff pollution. 
<p>A single tree like this one can manage over <b>300 gallons of stormwater</b>…that is about <b>six bathtubs full of water!</b> Over 400 stormwater trees were planted across Milwaukee County as part of the Milwaukee Metropolitan Sewerage District’s <b>“Improving Our Neighborhood One Tree At A Time”</b> project in 2021, with these trees collectively able to absorb more than <b>120,000 gallons of stormwater per storm</b>…enough to fill <b>12 large fire trucks!</b> 
<p>Large Gray Stormwater Infrastructure projects often require digging deep cuts into the ground to bury storm sewers and pipes at effective downhill angles for drainage. Unfortunately, such large excavations sometimes require <b>land clearing of vegetation</b> in that area, including trees that provide natural canopy from sun and storms. Even if saplings are replanted, the overall canopy takes decades to rebound, allowing more rain to reach the pavement, reducing the amount of stormwater captured by tree root systems, and ultimately speeding runoff.
<p>Stormwater trees are <b>hardy and water-tolerant</b> with deep root systems for maximizing water storage. Image #2 of the Stop #5 carousel provides a diagram of the underground workings of a stormwater tree to support the following explanation.
<p>Stormwater trees <b>intercept rainfall</b> with their canopies, allowing a portion of the water to <b>evaporate</b> before it ever reaches the ground. Image #3 of the Stop #5 carousel shows the canopy of a fully mature stormwater tree in Fall. Stormwater trees are surrounded by a cut in the sidewalk, here covered by mulch. The soil beneath the mulch is carefully designed to maximize infiltration, allowing stormwater to reach the deep root system. Stormwater trees then draw water upward from their roots and store water in their branches and leaves. Thus, stormwater trees hold water on the landscape both inside and out! 
<p>However, stormwater trees do not just help with water, they also <b>lower air temperature</b> and <b>improve air quality</b>. Concrete stores heat, creating what is referred to as an <b>urban heat island effect</b> in which dense urban development can be 1-6 degrees Fahrenheit warmer than the surrounding areas during the day, and as much as 22 degrees Fahrenheit warmer at night as the concrete releases the stored daytime heat! Stormwater trees provide shade for both concrete and pedestrians, making walking more comfortable during the hotter summer months and even preventing overextension of air conditioning that can lead to power failures and extreme heat-related deaths. 
<p>Stormwater trees also act like <b>“carbon sinks”</b>, soaking up carbon dioxide from the atmosphere through photosynthesis and mitigating the impacts of changing climates. Stormwater trees are particularly important alongside busy thoroughfares that have a large amount of greenhouse gas emissions from heavy traffic. Thinking back to the discussion of aesthetics, stormwater trees even <b>boost property values and enhance safety for pedestrians</b>. Wow, so many incredible benefits from these majestic stormwater trees!
<p>The stormwater trees along Capitol Drive include Honey Locust, Red Maple, and Swamp White Oak. Stormwater trees in Wisconsin also are <b>salt-tolerant</b>, making them ideal for storing snowmelt during the Winter thaw that often includes salt from the adjacent roads. Image #4 of the Stop #5 carousel shows this block after snowstorm in the Winter. 
<p>Take a moment to stand under one of the stormwater trees and imagine how something as simple as a tree can profoundly impact your urban environment. How would your neighborhood benefit from trees like this one? Could you see yourself planting or advocating for more trees in public spaces around your neighborhood? Where would you plant them?
<p>When ready, continue walking westward down Capitol Drive. If it is summer, try to walk underneath the stormwater tree canopy to stay cool!
",4,18
13,"0","Need a break?","05.1_Walk.mp3",43.089001,-87.893378,"<p>Congratulations, you have reached the midpoint of our tour! Feel free to take a break and enjoy some refreshments. If you have worked up an appetite, savor a classic butterburger or frozen custard at Culver’s. If you prefer something lighter, enjoy delicious baked goods and coffee at the Corner Bakery. Restrooms are available at both locations as well. 
<p>Both of these establishments are integral to Shorewood's community life and reflect the Village's vibrant culture. The Corner Bakery plays a significant role in Shorewood's community events, like the annual "Night of the Ghost Train" celebration, supporting local traditions and fostering community engagement. If you have not heard of the Ghost Train, you will visit it soon! 
<p>When you are ready, continue walking west down Capitol Avenue.",,14
14,"0","Let's start walking again!","05.2_Walk.mp3",43.089008,-87.894813,"<p>Once you pass Corner Bakery, there is a crossing that looks like a driveway, but it is part of a four-way intersection. Please stay alert and be aware of your surroundings.
<p>After you cross the intersection, look up to see the Oak Leaf Trail Bridge that passes bikers and pedestrians over Capitol Drive. Stop #6 will be on your left just after you walk beneath the bridge. 
",,14
15,"6","Stop 6: Capitol Drive Rain Garden","06.0_RainGarden.mp3",43.088997,-87.895349,"<p><br>Stop #6 of the tour is located just after you walk beneath the bridge on your left side. You should see a small garden-like space nestled into the landscape between the bridge and the paved ramp leading to the Oak Leaf Trail bike and pedestrian path. Image #1 of the Stop #6 carousel shows this location in the Summer to help you confirm your location, although Shorewood typically clears this area by Winter!  
<p>This area functions as a <b>rain garden</b>, a special type of urban garden placed in a low-lying depression to collect stormwater from uphill features, such as roofs, driveways, and lawns, or in this case, the Oak Leaf Trail Bridge overpass.
<p>Rain gardens like this one allow up to <b>30% more water to soak into the ground </b>compared to a typical patch of lawn. Each square foot of a rain garden can hold about <b>6 gallons of water</b>, or about as much as you'd use in a 5-minute shower. So this approximately <b>2000 sq ft garden</b> would handle about <b>12,000 gallons</b> at a time.
<p>The focus of this tour is on stormwater infrastructure, but of course not all Gray or Green Infrastructure is specific to stormwater management. However, all Gray Infrastructure presents problems for stormwater management. Today, the Oak Leaf Trail serves bikers and pedestrians, but originally the bridge you see above the rain garden served a rail line. Regardless of rail or road, such long, linear transportation infrastructure often requires <b>drainage ditches</b> on either side to prevent stormwater flooding that makes it impassable. While protecting the path, drainage ditches funnel stormwater away from the landscape, again treating this water as a waste instead of a resource. During severe storms, stormwater can surge along these drainage ditches, undercutting the rail or road and even causing it to collapse.
<p>Rain gardens repurpose the concept of drainage as <b>irrigation</b>. Rain gardens are strategically placed where water will naturally drain from higher ground into a shallow, often bowl-shaped depression. The rain garden in front of you is quite large, using the bridge overpass much like a wall to reflect stormwater back into the garden. However, you can make a more modest rain garden at your home using the downspout of your roof gutter system. Image #2 in the Stop #6 carousel shows a small backyard rain garden using the gutter downspout and Image #3 provides a diagram of the of the underground workings of a rain garden. The Green Values Calculator typically recommends a depth of about <b>18 inches of specially-engineered soil substrate, with an additional 12 inches of gravel</b> aggregate underneath to optimize water infiltration.
<p>The rain garden in front of you showcases a blend of native and non-native plants, which is common in modern landscaping. Depending on the season, you might be able to spot native Goldenrod and Heavy Metal Switchgrass, which are effective for detoxifying pollutants, or Hydrangeas and Sedum, which are excellent for absorbing excess water in their root zone. You also might find ornamental plants like the purple Catmint, which is widely used in gardens because of its hardiness, ability to attract pollinators, and drought tolerance. Use Images #4, #5, and #6 in the Stop #6 carousel to help you identify these native plants.
<p>Rain gardens are a simple, affordable solution for communities to naturally manage stormwater overflow reaching the concrete streets, sewer drains, and local waterways. 
<p>Because they are <b>self-irrigated</b>, maintenance is lower for rain gardens than traditional landscaping, including grass lawns! Say goodbye to your lawn mower! Like the urban garden you visited in Stop #3, rain gardens also provide important wildlife habitat for keystone pollinators, and therefore support the overall ecosystem. However, rain gardens typically drain within 24 hours, so there is no need to worry about attracting those pesky mosquitoes.
<p>Take a moment to imagine how this rain garden would handle stormwater falling against the bridge overpass. Could you incorporate a small rain garden in your own yard? Perhaps in a drainage ditch next to your driveway, near your roof’s downspout, or even in a small low-lying area. Time to buy a shovel and some native plant seeds!
<p>We you are ready, walk up the ramp towards Oak Leaf Trail, which is located to the right of the rain garden. Continue walking up the slight incline until the path forks at Oak Leaf Trail.
",6,18
16,"0","Walk up the trail","06.1_Walk.mp3",43.088848,-87.895638,"<p>The Green Stormwater Infrastructure practices, along with other elements of the East Capitol Drive Reconstruction Project, showcase Shorewood’s dedication to both environmental stewardship and innovative urban design. 
<p>Speaking of innovative design, I mentioned the "The Ghost Train" previously. Installed on the Oak Leaf Trail Bridge, this spectacular light and sound show brings back the historic journey of the “Twin Cities 400” train that once passed through this area from 1935 to 1963. Designed by Marty Peck, the unique public art installation runs twice each evening, evoking the speed, drama, and mystery of the original train. If you visit in the evening, you might catch a glimpse of this mesmerizing display. 
<p>As we approach our next stop, think about how public art and Green Infrastructure can come together to create vibrant, functional spaces for the community and how they shape Shorewood’s identity and its future!
",,12
17,"7","Stop 7: Oak Leaf Trail Nature Corridor","07.0_NatureCorridor.mp3",43.088404,-87.894916,"<p>Stop #7 of the tour is located on the <b>Oak Leaf Trail</b> in front of the signage introducing the historic train and rail lines. Image #1 in the Stop #7 carousel shows this sign and other markers to confirm your location.
<p.The Oak Leaf Trail is an example of a <b>rail-to-trail</b> conversion of old railroad lines into biking and pedestrian trails. While on the Oak Leaf Trail, make sure to stay alert for bikers!
<p>This stretch of the Oak Leaf Trail, running north to south through Shorewood, is part of a larger network that spans over <b>135 miles</b> across the Milwaukee County. Image #2 of the Stop #7 carousel provides a map of the complete trail system in Milwaukee County. You can return to this map under the “Menu” tab throughout the tour.
<p>Returning to some history, Milwaukee’s strategic position as a port city with access to the St. Lawrence Seaway made it a prime hub for agricultural shipping of crops like corn, wheat, and livestock from across Southeast Wisconsin, as well as daily commuting of people from nearby towns and villages. Thus, as Milwaukee’s downtown was industrializing, it also experienced a growing freight and passenger railroad network to collect agricultural commodities for processing and shipping by boat.
<p>Rail has a range of benefits for the environment over individualized transportation and automotive shipping, as it reduces carbon emissions from fossil fuels and enables lower-cost movement within and between cities. However, rail as Gray Infrastructure does have several limitations, such as the impact of <b>drainage ditches</b> on stormwater management discussed at Stop #6 as well as <b>noise pollution</b>. Both rail and major motorways like nearby Interstate 43 also create <b>urban edges</b> between neighborhoods and communities that limit interaction among people and animals, particularly when built without intention before or during unexpectedly rapid urbanization such as Milwaukee County in the 19th and 20th centuries. These edges <b>reinforce segregation</b> and can make it difficult for some isolated communities to access basic needs such as grocery stores, health clinics, and, relevant to this tour, green spaces including public parks.
<p>Once a railway, Oak Leaf Trail was successfully transformed into a vibrant <b>nature corridor</b> in 1966. Enhanced during the <b>East Capitol Drive Reconstruction Project</b>, the trail now serves as more than just a scenic path. 
<p>This rail-to-trail conversion is a great example of how Green Stormwater Infrastructure can be integrated into broader Green Infrastructure efforts, combining stormwater management with ecological and community benefits. The Oak Leaf Trail comprises native vegetation and permeable surfaces to produce a continuous canopy of green space that can be accessed throughout the city, turning an urban edge into a nature corridor that enables people and animals to mix. Image #3 in the Stop #7 carousel shows the green space visible from your current location and Image #4 shows the covered canopy further down the trail. As such, the Oak Leaf Trail Nature Corridor holds all of the co-benefits of Green Stormwater Infrastructure previously discussed on this tour: the green space promotes water infiltration to reduce flooding and runoff pollution while <b>providing ecosystem habitat, lowering air temperatures, and improving air quality</b>.
<p>The Oak Leaf Trail Nature Corridor also demonstrates additional co-benefits of Green Stormwater Infrastructure: <b>recreation and personal health</b>. The Oak Leaf Trail offers a relaxing green space for residents to enjoy nature. Connecting various parts of Shorewood and Milwaukee, it encourages walking and cycling while promoting environmental awareness. Studies show that exposure to such natural environments can <b>boost mental health, encourage physical activity, and even reduce crime</b>. While the Oak Leaf Trail is one of the primary recreational sites in Shorewood, other smaller-scale Green Stormwater Infrastructure practices also promote physical and mental well-being, such as urban gardening and urban farming. Green Stormwater Infrastructure: Better for the environment, and better for your health!
<p>As you stand at the entrance to the Oak Leaf Trail Nature Corridor, reflect on its dual usage for recreation and environmental sustainability. Consider how such green integrations into public trails bolster the community's resilience to environmental challenges while also enhance their quality of life. Think about the roads you travel daily, like the one you drive to school or the store: how could transforming them or other unused spaces in your community into green corridors improve your environment and your well-being?
<p>Now, look at the interactive map on your screen. 
<p>From here, you can proceed on one of the two paths. The green route leads back to Capitol Drive and takes you along a dirt path by the Milwaukee River that includes descending a flight of stairs. The dashed green path continues southward along the Oak Leaf Trail on a more accessible surface without stairs. Whichever path you choose, the white circles will have the same information on both routes, and you can always click on the green circles on the other route to listen to the audio, read the text, and see the images. 
<p>If you choose the accessible path, make sure to stay alert for bikers!
",4,18
18,"0","Keep walking","07.1_Walk.mp3",43.089029,-87.896015,"<p>As we explore the Green Stormwater Infrastructure practices in Shorewood, it is essential to view them within the larger context of the <b>Milwaukee River Watershed</b>. The Milwaukee River Watershed is a vital part of the region's hydrological system and includes 500 miles of perennial streams, covers <b>900 square miles</b>, and is home to over <b>1.2 million people</b>.  
<p>As you walk to your next stop, pause a moment to look at the Milwaukee River Watershed map that is part of this white circle narration. You can return to this reference map under the “Menu” tab again as we discuss the Milwaukee River Watershed.
<p>Again, 1 inch of rain over the Milwaukee Metropolitan Sewerage District service area results in a staggering 7.1 billion gallons of water! But, it is not just urbanized areas that contribute to stormwater here: the Milwaukee River Watershed includes a mix of agricultural areas upstream and industrial areas downstream, with upstream flooding worsening stormwater issues in Milwaukee County. This combination of agricultural and industrial runoff pollution eventually flows into Lake Michigan through the Port of Milwaukee, affecting both water quality and aquatic life. 
<p>Green Stormwater Infrastructure practices like planter boxes, rain gardens, and stormwater trees play a crucial role in filtering out pollutants before they reach the river, directly contributing to the health of the Milwaukee River Watershed. These local actions, while seemingly small, have a significant cumulative impact on the broader ecosystem when considering the scale of a watershed. For instance, <b>if just 1,000 homes installed a planter box, rain garden, or stormwater tree that each captured 1,000 gallons of runoff annually, this collective action would prevent 1 million gallons of polluted water from entering the Milwaukee River Watershed each year</b>, improving water quality and ensuring the long-term sustainability of the whole region. 
<p>As you complete the remainder of the tour, think about how your individual actions at home accumulate over the scale of an entire watershed.
<p>Pay attention while you cross Estabrook Parkway. Stop #8 is less than 100 feet after the intersection near the bus stop that you might be able to see from your current location.",1,14
20,"0","Walk down the stairs","07.2_Walk.mp3",43.089051, -87.897438,"<p>Stop #8 of the tour is at the bottom of the stone staircase leading down to the banks of the Milwaukee River. Stop #8 can be a bit tricky to find depending on the time of year you are completing the tour. Once you reach the bus stop on Capitol Drive, look for a large brick marker for the <b>Village of Shorewood</b>. The staircase to the river is to the left of the brick marker, and is marked by a metallic sign that says <b>“Milwaukee River Greenway”</b>. Pause a minute to look at the images on your screen if you need help identifying these two markers.
<p>Stop #8 is at the bottom of the stone staircase at the head of the <b>Milwaukee River Riparian Trail</b>.",3,16
21,"8","Stop 8: Milwaukee River Riparian Trail Gabions","08.0_Gabions.mp3",43.088782,-87.897675,"<p><br>Stop #8 of the tour is a restored riverbank along the <b>Milwaukee River Riparian Trail and Greenway</b>. Pretty impressive view of the river, right!? When you reach the bottom of the stairs, look back at the riverbank. Image #1 in the Stop #8 carousel shows the staircase when vegetation is not too overgrown.
<p>You should see some box-y, cage-like structures called <b>gabions</b> on either side of the staircase. The word gabion comes from the Italian word <b>“gabbione”</b> which literally translates as <b>“big cage”</b> and this is essentially what they are: cage-like enclosures filled with stone or other heavy, weather-resistant material. The gabions may be difficult to see depending on the time of year you are completing the tour, as they are easily hidden by vegetation. 
<p>A gabion can hold up to <b>1,000 pounds of stone per linear foot</b>, effectively stabilizing riverbanks by allowing water to pass through the open stone structures. They can be laid at angles in <b>“mattress” form</b> or, more commonly, stacked incrementally like bricks providing more flexibility than concrete walls. Image #2 in the Stop #8 carousel shows gabions stacked like bricks to create a wall-like feature.  
<p>As discussed earlier, concrete and other Gray Stormwater Infrastructure lead to greater runoff pollution during severe storm events. However, there is a second major issue with runoff not yet discussed on this tour: <b>runoff erosion</b>. Erosion is a natural hydrological process in which moving water gradually wears away a landscape feature, such as a riverbank or shoreline. Unfortunately, a common solution for addressing erosion from Gray Stormwater Infrastructure is to add more Gray Stormwater Infrastructure, such as concrete walls and revetments placed along riverbanks and even at the river bottom. Yikes! This added concrete often is dubiously described as <b>“armor”</b> for a riverbank or shoreline. While concrete and other impervious materials might delay erosion where it is installed, it often leads to greater erosion nearby where the force of runoff is displaced by the Gray Stormwater Infrastructure.
<p>The inability for Gray Stormwater Infrastructure to manage runoff erosion was on full display during the 2010 floods. Several trails along the Milwaukee River were washed away as flood waters incised the riverbanks. A massive sinkhole swallowed an SUV on Oakland Avenue as runoff undercut the paved road. Perhaps most startingly, the entire lake bluff at Atwood Beach collapsed by the end of the July 22nd 8.5 inch rainfall. Images #3 and #4 in the Stop #8 carousel show the sinkhole and Atwood bluff collapse, respectively. These incidents not only underscore the limitations of traditional infrastructure to manage runoff erosion, but also reveal the hidden costs of Gray Stormwater Infrastructure, such as increased erosion downstream, short- and long-term maintenance expenses, and the loss of natural habitats along riverbanks and shorelines.
<p>Green Stormwater Infrastructure first and foremost limits erosion by keeping the majority of stormwater where it lands instead of allowing it to move as runoff. However, for large storm events like the 2010 floods, not all stormwater can be captured on the landscape. In these instances, Green Stormwater Infrastructure promotes permeability. Permeable infrastructure like the gabions allow water to trickle slowly across the landscape, reducing pressure on the riverbanks and shorelines and promoting groundwater recharge to maintain a more natural hydrological cycle.
<p>The gabions were placed here as part of the <b>Milwaukee Riverbank Restoration Project</b> following the 2010 flooding, which included planning for the Milwaukee River Greenway. Find a nearby gabion and examine it up-close. Image #5 provides a detail view of a gabion if the vegetation currently is too high. The gabion “cage” is made of galvanized or stainless steel wire to prevent rusting, and woven much like a chain-link fence to carry the heavy weight of granite or other igneous rock that weather slowly. Their flexibility, strength, low cost, and eco-friendly characteristics make gabions valuable in structural engineering projects for protecting riverbanks, shorelines, and other slopes from erosion. They also blend naturally into the environment, enhancing the aesthetic appeal of the area. 
<p>Soon, you will be walking a section of the Milwaukee River Riparian Trail. Imagine the journey of water, land, and people through time along the river. Consider centuries of footsteps, from Indigenous communities to the industrial boom to modern restoration efforts. How do we honor the people that were here before us and not allow their legacies to erode with the riverbanks? What legacies do we create today, and how will it shape the lives of those who come after us? 
<p>When you are ready, head southward on the Milwaukee River Riparian Trail away from the Capitol Drive Bridge.
",5,18
22,"0","Walk the trail","08.1_Walk.mp3",43.088052,-87.896677,"<p>You currently are walking along the <b>Milwaukee River Riparian Trail</b> in the Milwaukee River Greenway, which serves as a historical and cultural reminder of the many people who have lived in this area over thousands of years. The name <b>"Milwaukee"</b> is believed to be derived from an <b>Algonquian</b> word from the <b>"good land"</b> and a <b>Potawatomi</b> word for <b>"gathering place by the waters"</b>. Indigenous tribes such as the <b>Fox, Ho-Chunk, Menominee, Odawa, Ojibwe, Oneida, Potawatomi, and Sauk</b> all made Milwaukee their home at some point in the long human history of this place. The trail you currently are walking is believed to be part of the vital footpaths that connected Indigenous communities, following the natural flow of the river. Every step you take on this trail reflects the deep connection between the land and the people who first inhabited it and continue to consider it their ancestral home.
<p>The walking path you are following was restored in the <b>2018 Milwaukee River Riparian Trail Project</b>, which was spearheaded by the <b>Village of Shorewood</b> and co-funded by the <b>Department of Natural Resources</b> and the <b>Knowles-Nelson Stewardship Program</b>. The Milwaukee River Riparian Trail Project aimed to re-align, stabilize, and restore <b>2,760 feet of riverside trail</b>, including the boardwalk you soon will reach that crosses a natural wetland. Other improvements included invasive species removal, plant restoration, and addition of access points for fishing. The project also included the limestone staircase you used to access the trail from Capitol Drive and the river terrace lawn area at <b>Hubbard Park</b> you will see before Stop #10.
<p>As you walk along the trail, take note of the native vegetation. The river trail is home to a variety of tree species that naturally serve as stormwater trees, including northern red oak, white oak, and bur oak. Some of these trees are among the oldest in Shorewood, with specimens likely <b>exceeding 150 years of age!</b> These majestic oaks provide more than just shade: they serve as vital components of the local ecosystem, improving stormwater infiltration, stabilizing the slope, and supporting a diverse ecosystem. Pause a minute to look at the images on your screen if you need help identifying these legacy trees.
",11,18
24,"9","Stop 9: Stream Gauge","09.0_StreamGauge.mp3",43.086067,-87.893529,"<p><br>Stop #9 of the tour is the <b>wooden boardwalk</b> on the Milwaukee River Riparian Trail. Image #1 in the Stop #9 carousel shows the boardwalk to confirm your location. 
<p>This boardwalk was constructed over a <b>natural wetland</b>, and thus serves as a useful place to discuss how the Milwaukee River water levels fluctuate seasonally and year-to-year and how stream gauges help us understand these fluctuations. 
<p>Image #2 in the Stop #9 carousel provides a chart of the Milwaukee River levels over the past 7 years based on a USGS stream gauge located about one mile north upriver. As you can see, the high was <b>4.2 meters</b> or nearly <b>14 feet</b> in <b>October 2019</b> and the low was <b>1.9 meters</b> or just over <b>6 feet</b> in <b>September 2023</b>.  
<p>The Milwaukee River exhibits both seasonal and year-to-year fluctuations. For instance, in Winter, water levels drop as water is trapped on the landscape as snow and ice. Image #3 in the Stop #9 carousel shows the Milwaukee River is a low stage during late Fall and early Winter. In Spring, a surge from snowmelts and rain brings rapidly increasing water levels, at times leading to <b>flash floods</b>. Image #4 in the Stop #9 carousel shows the Milwaukee River in a high stage for late Spring and early Summer. River levels then tend to decrease again into mid- and late-Summer as hotter temperatures lead to more evaporation and plant transpiration. Thus, there is a <b>natural seasonal fluctuation</b> to the Milwaukee River and other rivers that flow through temperate climates that experience four seasons. 
<p>However, not all fluctuation is natural, as changing climates means more frequent and <b>severe storms</b> as well as more frequent and <b>severe droughts</b>. Regional climate models suggest Wisconsin overall will receive more precipitation in the future, but with more extreme seasonal and year-to-year variability between wet and dry periods. As discussed at Stop #8, Gray Stormwater Infrastructure along riverbanks and shorelines such as concrete walls and revetments often displace erosion elsewhere. Such “armor” when placed along riverbanks presents an additional issue: it accelerates the river flow by straightening or <b>channelizing</b> the river, leading to greater high water extremes causing flooding and erosion as well as greater low water extremes causing unnavigable river sections and <b>sediment buildup</b>.
<p>Green Stormwater Infrastructure like bioswales, urban gardens, and stormwater trees help moderate seasonal and year-to-year fluctuations in groundwater <b>storage</b> and <b>recharge</b>. During Winter’s low flow, Green Stormwater Infrastructure retains water in the frozen landscape, slowly releasing it to support groundwater recharge and river levels during drier periods. In Spring, when snowmelt and rain lead to rapid runoff, Green Stormwater Infrastructure gradually absorbs the surge, easing pressure on the river and preventing excessive flooding that can erode riverbanks downstream. In Summer, as evaporation and plant transpiration lower water levels, Green Stormwater Infrastructure retains moisture in the biomass and soil, releasing it slowly to stabilize flow while vegetation shades the river, reducing water loss. In Fall, as rain decreases, Green Stormwater Infrastructure promotes soil infiltration, recharging groundwater and supporting the river’s base flow through Winter. This seasonal, balanced approach not only protects local areas but also reduces risks for upstream and downstream communities, fostering a sustainable, equitable river ecosystem.
<p>Green Stormwater Infrastructure in urban areas can reduce stormwater peaks by <b>up to 33%</b> with an <b>overall 40% reduction</b> in runoff volume. Green Stormwater Infrastructure also mitigates periods of drought. For instance, <b>rain barrels</b> provide additional resiliency against seasonal and year-to-year fluctuations in low precipitation levels, repurposing stormwater otherwise lost to runoff for practical purposes and easing the demand on municipal water resources during severe droughts. For instance, there are two rain barrels on the <b>Shorewood Department of Public Works</b> grounds located just out of sight uphill from your current location that hold a combined capacity of <b>10,000 gallons</b> that can be filled by just <b>1 inch</b> of rain. The stormwater collected in these tanks is used to maintain public planting throughout the village. Image #5 of the Stop #9 carousel shows the rain barrels at the Department of Public Works, while Image #6 shows a smaller rain barrel that can be installed at your own home! Thus, Green Stormwater Infrastructure promotes resiliency to manage extreme periods of storms and drought, helping to smooth seasonal and year-to-year fluctuations in precipitation and river levels.
<p>Take a moment to assess the current water level of the Milwaukee River. How does the current water level compare to the high and low benchmarks provided in the photos? Now, reflect on your journey so far and consider that all of the stormwater from the places you have visited today eventually flows to this point. How different would the river level be if these Green Stormwater Infrastructure practices did not exist to moderate seasonal and year-to-year fluctuations? Now, think about where the water continues to flow from here and how Green Stormwater Infrastructure also protects the people and places downstream from severe storms and droughts.
<p>When you are ready, leave the boardwalk and continue south on the Milwaukee River Riparian Trail. As you walk to the next stop, feel free to take off your headphones and listen to the soothing sounds of nature. Please put your headphones back in when you reach Hubbard Park. Hubbard Park has a number of different pathways, so refer to the interactive map when you reach the park to locate Stop #10, the final stop on the tour.
",6,20
25,"0","Finding your way to the last stop","09.1_Walk.mp3",43.084095,-87.892199,"Once you pass the Hubbard Park Lodge, the Hubbard Park Beer Garden, and the Shorewood River Club building, you will need to pass through a <b>tunnel</b> that goes under the Oak Leaf Trail you visited on Stop #7. Stop #10 is in the parking lot on the other side of the tunnel. Refer to the image on your screen to confirm the entrance to the tunnel, noticing the unusual <b>“pavement”</b> to the left and right of the tunnel.",4,14
26,"0","Finding your way to the last stop","09.1_Walk.mp3",43.084305,-87.891398,"Once you pass the Hubbard Park Lodge, the Hubbard Park Beer Garden, and the Shorewood River Club building, you will need to pass through a <b>tunnel</b> that goes under the Oak Leaf Trail you visited on Stop #7. Stop #10 is in the parking lot on the other side of the tunnel. Refer to the image on your screen to confirm the entrance to the tunnel, noticing the unusual <b>“pavement”</b> to the left and right of the tunnel.",4,14
